id_client,nb_jours_abonne,duree_appel_jour(minutes),nb_appel_jour,cout_appel_jour,duree_appel_soiree(minutes),nb_appel_soiree,cout_appel_soiree,duree_appel_nuit(minutes),nb_appel_nuit,cout_appel_nuit,duree_appel_inter(minutes),nb_appel_inter,cout_appel_inter,active_msg_vocaux,nb_msg_vocaux,nb_reclamation,churn
 385-4731,139,258.7,94,43.98,190.3,132,16.18,247.2,73,11.12,11.4,2,3.08, no,0,1, True.
 364-8868,87,124.3,104,21.13,196.1,80,16.67,290,110,13.05,7.2,3,1.94, yes,18,1, False.
 384-6032,167,94.9,114,16.13,315.8,105,26.84,181,71,8.15,10.8,6,2.92, no,0,0, False.
 389-5315,138,182,101,30.94,200.3,119,17.03,208.9,131,9.4,13.4,3,3.62, no,0,4, False.
 348-8302,130,162,62,27.54,278.1,108,23.64,197.5,82,8.89,9.1,4,2.46, no,0,1, False.
 371-8654,87,176.6,83,30.02,221.6,101,18.84,185.3,89,8.34,9.4,1,2.54, no,0,0, False.
 329-7365,69,198.8,141,33.8,203.7,110,17.31,177.1,109,7.97,15.2,2,4.1, no,0,4, False.
 362-9109,164,156.1,98,26.54,209.9,140,17.84,190,69,8.55,11.4,4,3.08, yes,28,0, False.
 352-5412,109,150.6,106,25.6,147.4,108,12.53,173.2,109,7.79,9.5,5,2.57, no,0,1, False.
 365-8548,53,198.3,100,33.71,304.2,93,25.86,131.5,85,5.92,9.2,5,2.48, no,0,2, False.
 349-3579,59,189.1,141,32.15,198.2,113,16.85,280.2,103,12.61,2.2,7,0.59, no,0,1, False.
 367-9956,124,156.9,74,26.67,195.8,82,16.64,181,99,8.15,8.8,2,2.38, no,0,1, False.
 372-3559,73,67,76,11.39,223,154,18.96,236.5,151,10.64,11.2,2,3.02, no,0,1, False.
 336-7199,94,261.3,89,44.42,152.4,139,12.95,120.2,124,5.41,10.5,2,2.84, no,0,0, False.
 389-9083,80,135.1,92,22.97,185,103,15.73,147.1,74,6.62,14.7,5,3.97, no,0,3, False.
 329-6776,101,92.1,109,15.66,163,83,13.86,133.3,102,6,9.7,11,2.62, no,0,2, False.
 420-7897,115,173.5,121,29.5,168.3,100,14.31,138.3,105,6.22,7.8,5,2.11, no,0,1, False.
 329-2452,100,156.3,82,26.57,259.4,91,22.05,143.7,93,6.47,8.3,7,2.24, no,0,5, False.
 377-1433,85,274.7,79,46.7,119.4,122,10.15,296.9,74,13.36,9.4,10,2.54, no,0,1, False.
 342-8693,110,244.7,84,41.6,106.4,95,9.04,194.9,61,8.77,10.5,1,2.84, no,0,2, True.
 393-7991,92,183.6,96,31.21,149.7,55,12.72,135.2,71,6.08,11.8,4,3.19, no,0,0, False.
 380-4524,102,167.1,80,28.41,222.9,94,18.95,179.9,103,8.1,11.6,3,3.13, no,0,5, False.
 405-4350,134,177.1,120,30.11,218.1,123,18.54,183.8,93,8.27,12.7,5,3.43, no,0,3, False.
 338-8612,96,217.8,120,37.03,139.6,109,11.87,227.7,111,10.25,11.6,3,3.13, no,0,0, False.
 418-9470,42,143.7,96,24.43,221,98,18.79,108.9,94,4.9,8.6,1,2.32, no,0,2, False.
 414-1467,175,185,104,31.45,325.8,86,27.69,85.4,105,3.84,14.6,2,3.94, no,0,1, False.
 361-8748,136,235.6,65,40.05,177.7,81,15.1,138.7,105,6.24,11.3,5,3.05, yes,23,1, False.
 355-6250,32,265.5,75,45.14,119.7,77,10.17,169.9,128,7.65,14.8,6,4, no,0,2, True.
 412-3425,101,332.1,91,56.46,151,123,12.84,277.8,99,12.5,11.3,3,3.05, no,0,1, True.
 334-5571,132,223.4,89,37.98,193.2,105,16.42,226.2,85,10.18,7.7,5,2.08, yes,21,3, False.
 357-6794,120,163.6,109,27.81,237.3,95,20.17,186.2,141,8.38,12.3,5,3.32, no,0,0, False.
 355-5221,122,190,125,32.3,141.5,77,12.03,216.8,68,9.76,15.9,3,4.29, no,0,3, False.
 414-2036,52,153.7,100,26.13,174.2,139,14.81,242.3,53,10.9,14.1,3,3.81, no,0,1, False.
 405-2234,182,160.3,87,27.25,229.9,101,19.54,185.3,96,8.34,8.7,11,2.35, no,0,2, False.
 407-3201,138,114.5,100,19.47,175.1,130,14.88,112.7,85,5.07,7.8,5,2.11, yes,12,0, False.
 367-3304,130,140.9,68,23.95,217.5,109,18.49,123.6,96,5.56,13.6,4,3.67, no,0,3, False.
 377-9526,106,168.4,85,28.63,123.3,95,10.48,162.5,83,7.31,4.6,4,1.24, no,0,3, False.
 342-8813,150,150.9,92,25.65,191,106,16.24,223.6,107,10.06,8.3,4,2.24, no,0,5, True.
 371-8929,94,255.1,96,43.37,276.9,67,23.54,226.5,74,10.19,10.6,2,2.86, no,0,0, True.
 329-8540,116,154,127,26.18,280.4,68,23.83,213,56,9.58,8.6,2,2.32, no,0,6, False.
 377-5013,89,94.5,107,16.07,191.8,85,16.3,196.2,131,8.83,15,5,4.05, no,0,1, False.
 381-1712,45,135,116,22.95,159,108,13.52,170.3,130,7.66,11.1,15,3, no,0,1, False.
 398-5195,74,286.9,113,48.77,260.8,121,22.17,137.1,94,6.17,12.6,6,3.4, no,0,0, True.
 366-3805,158,165.4,70,28.12,280.1,104,23.81,121.8,106,5.48,10.4,9,2.81, no,0,1, False.
 339-4924,76,222,99,37.74,215.9,122,18.35,204.1,131,9.18,8.2,5,2.21, no,0,3, True.
 396-8551,102,209.8,85,35.67,165.7,100,14.08,230.1,92,10.35,8.7,6,2.35, no,0,0, False.
 417-8960,4,158.3,99,26.91,164.2,98,13.96,192.7,108,8.67,12.5,3,3.38, yes,31,2, False.
 366-9936,161,252.3,120,42.89,243.8,98,20.72,284.4,96,12.8,9.2,2,2.48, no,0,1, True.
 399-8419,116,255.5,93,43.44,224.4,122,19.07,317.3,85,14.28,12.7,4,3.43, no,0,1, True.
 421-1264,49,101.7,71,17.29,223.2,102,18.97,182.1,112,8.19,7.3,3,1.97, no,0,3, False.
 364-6992,86,227.9,105,38.74,218.7,118,18.59,223.2,120,10.04,14.2,5,3.83, no,0,3, False.
 411-2297,39,185,113,31.45,106.5,125,9.05,167.3,78,7.53,12,2,3.24, no,0,0, False.
 356-7848,118,142.2,96,24.17,164.9,107,14.02,183.7,92,8.27,7.1,4,1.92, no,0,1, False.
 335-5378,57,140,100,23.8,174.7,102,14.85,258.5,111,11.63,13.3,4,3.59, no,0,1, False.
 364-1224,138,157.5,96,26.78,271.7,107,23.09,138.2,84,6.22,10.7,6,2.89, no,0,2, False.
 387-5388,98,237.5,130,40.38,213.2,85,18.12,194.1,107,8.73,10.1,3,2.73, no,0,0, False.
 401-8994,67,164.5,79,27.97,110.3,108,9.38,203.9,102,9.18,9.8,2,2.65, no,0,1, False.
 400-2419,145,190.7,100,32.42,177.7,114,15.1,167.3,100,7.53,12.8,2,3.46, yes,10,0, False.
 337-1993,77,215.5,81,36.64,170.9,100,14.53,170.3,59,7.66,10.3,3,2.78, no,0,1, False.
 360-8926,99,119.9,83,20.38,237.7,98,20.2,187.6,159,8.44,16.6,2,4.48, yes,12,1, False.
 420-4654,106,196.7,100,33.44,210.2,109,17.87,173.8,83,7.82,7.8,1,2.11, no,0,4, True.
 354-2215,32,230.7,122,39.22,204.7,134,17.4,142,86,6.39,8.7,3,2.35, no,0,2, False.
 399-1939,131,131.3,39,22.32,242.9,101,20.65,278.8,100,12.55,8.5,2,2.3, no,0,2, False.
 390-2676,100,167.2,100,28.42,141.2,87,12,251.3,76,11.31,6.1,6,1.65, no,0,3, False.
 420-4132,174,222.3,102,37.79,173.8,123,14.77,297.2,97,13.37,5.7,2,1.54, no,0,0, True.
 393-2256,98,198.6,92,33.76,349.4,99,29.7,221.7,83,9.98,7.3,6,1.97, no,0,2, True.
 386-3716,42,139.4,109,23.7,223.8,121,19.02,244.9,105,11.02,4.6,3,1.24, no,0,1, False.
 389-8407,99,130.4,121,22.17,219.9,103,18.69,84.1,85,3.78,9.8,3,2.65, no,0,2, False.
 342-6680,122,184.6,88,31.38,148.8,98,12.65,309.7,58,13.94,14.3,2,3.86, no,0,3, False.
 364-6617,4,169.7,96,28.85,131.8,94,11.2,245.1,86,11.03,14.2,4,3.83, no,0,0, True.
 383-3583,119,153.2,131,26.04,116.6,85,9.91,218.5,74,9.83,10.1,5,2.73, no,0,1, False.
 338-4704,31,224.5,96,38.17,191.2,72,16.25,214.5,100,9.65,9.1,1,2.46, no,0,2, False.
 400-3168,114,247.8,95,42.13,255.1,98,21.68,224.1,105,10.08,9.5,6,2.57, no,0,1, True.
 394-7682,47,177.1,104,30.11,217.4,97,18.48,191.8,131,8.63,9.7,5,2.62, no,0,2, False.
 337-8750,77,134.5,119,22.87,119.7,104,10.17,250.7,112,11.28,9.3,5,2.51, no,0,0, False.
 329-1120,39,201.8,66,34.31,200.1,87,17.01,173.7,112,7.82,9.5,3,2.57, yes,38,0, False.
 339-6887,193,180.5,114,30.69,117.9,80,10.02,192.9,97,8.68,10.2,4,2.75, no,0,2, False.
 382-6740,103,164.5,95,27.97,228.7,82,19.44,194.7,97,8.76,7.4,1,2, yes,40,4, False.
 399-1526,36,171.9,96,29.22,198.4,111,16.86,321.7,76,14.48,10.5,1,2.84, yes,19,1, True.
 382-6119,149,244.2,83,41.51,262,72,22.27,144.5,113,6.5,7,4,1.89, no,0,1, False.
 404-2069,87,221.4,69,37.64,195.2,53,16.59,120.6,91,5.43,13.7,4,3.7, no,0,1, False.
 329-2106,1,241.5,114,41.06,195.2,94,16.59,201.6,93,9.07,14.1,3,3.81, no,0,3, False.
 384-8314,62,116.5,77,19.81,186.1,111,15.82,180.6,72,8.13,16.1,2,4.35, no,0,3, False.
 358-7212,112,158.1,107,26.88,181.5,101,15.43,200.3,126,9.01,8.3,7,2.24, no,0,1, False.
 370-8039,82,121.6,81,20.67,191.3,109,16.26,231.4,81,10.41,8.6,5,2.32, no,0,3, False.
 387-5618,86,178.3,94,30.31,264.4,74,22.47,284.6,109,12.81,15,2,4.05, no,0,0, False.
 409-3611,141,215.8,79,36.69,112.7,85,9.58,221.8,109,9.98,5.6,4,1.51, no,0,2, False.
 373-4542,55,222.5,134,37.83,177.8,106,15.11,194.6,90,8.76,9.7,4,2.62, yes,28,2, False.
 384-1895,127,264.5,75,44.97,179.2,91,15.23,141.9,93,6.39,8,1,2.16, no,0,1, False.
 380-1093,82,123.7,93,21.03,139.1,74,11.82,174.5,118,7.85,10.6,2,2.86, yes,23,1, False.
 383-1580,69,244.8,76,41.62,77.2,100,6.56,222.8,102,10.03,10,3,2.7, no,0,0, False.
 341-9321,131,212.8,108,36.18,212,115,18.02,235.9,96,10.62,9.8,11,2.65, no,0,0, False.
 384-3968,87,297.4,63,50.56,118.4,108,10.06,242.3,72,10.9,11,2,2.97, no,0,2, True.
 342-7847,63,147.8,95,25.13,201.4,72,17.12,154.9,118,6.97,8.6,8,2.32, no,0,1, False.
 331-8698,124,187.1,75,31.81,148.5,142,12.62,214.4,124,9.65,5.5,7,1.49, yes,29,2, False.
 337-7132,148,236.5,84,40.21,236,95,20.06,228.6,124,10.29,8.3,6,2.24, no,0,2, False.
 364-7579,68,186.5,108,31.71,190.2,107,16.17,187.8,103,8.45,11,5,2.97, no,0,1, False.
 379-7890,72,286.1,101,48.64,306.1,94,26.02,232.8,89,10.48,10.3,1,2.78, no,0,4, True.
 420-6893,119,107.2,100,18.22,221.1,100,18.79,212.6,96,9.57,8.3,3,2.24, no,0,2, False.
 358-5239,43,93.1,68,15.83,246.1,83,20.92,94.9,109,4.27,8.7,8,2.35, yes,36,1, False.
 343-4434,136,132.4,110,22.51,254.1,81,21.6,176.5,100,7.94,13,6,3.51, no,0,2, False.
 385-6470,97,80.7,99,13.72,262.3,93,22.3,214.6,130,9.66,8.8,3,2.38, no,0,0, False.
 327-6947,149,114.5,103,19.47,228.8,100,19.45,135.8,74,6.11,10.7,3,2.89, no,0,0, False.
 413-2034,59,155.5,92,26.44,192.3,104,16.35,123.3,106,5.55,10.5,3,2.84, no,0,4, True.
 364-1156,77,184.7,130,31.4,194,105,16.49,249.1,91,11.21,9,4,2.43, no,0,1, False.
 379-6936,110,94.1,127,16,283,97,24.06,168.7,69,7.59,10.3,6,2.78, no,0,2, False.
 327-7615,70,229.3,110,38.98,118.2,89,10.05,155,105,6.98,7.9,4,2.13, no,0,1, False.
 334-3433,155,223.8,109,38.05,233.4,68,19.84,201.6,111,9.07,8.8,8,2.38, no,0,1, False.
 386-7672,151,154.4,141,26.25,210.6,109,17.9,167.9,109,7.56,7.8,3,2.11, yes,27,3, False.
 330-8642,125,190.2,107,32.33,209.2,75,17.78,102.1,136,4.59,14.2,5,3.83, no,0,4, True.
 352-4255,83,167,120,28.39,209.1,102,17.77,131,107,5.9,8.6,2,2.32, no,0,1, False.
 334-3152,94,154.8,113,26.32,261.8,121,22.25,213,81,9.58,11.6,5,3.13, no,0,0, False.
 356-3554,11,293.4,122,49.88,174.1,91,14.8,212,50,9.54,6.9,6,1.86, yes,36,1, False.
 404-9485,92,160.5,113,27.29,287.3,134,24.42,212.6,93,9.57,8.2,3,2.21, no,0,3, False.
 361-3491,70,230.2,110,39.13,177.5,111,15.09,206.3,38,9.28,11.9,2,3.21, yes,20,0, False.
 393-8000,82,191.9,95,32.62,116.7,105,9.92,202.6,113,9.12,8.2,5,2.21, no,0,0, False.
 403-7587,65,131.5,119,22.36,222.3,119,18.9,155.3,83,6.99,11.1,7,3, no,0,1, False.
 375-8584,102,171.6,116,29.17,219.4,111,18.65,242.1,85,10.89,12.1,4,3.27, no,0,0, True.
 400-4883,112,242.1,69,41.16,235.2,150,19.99,237.7,106,10.7,10,5,2.7, no,0,3, True.
 380-2125,78,157.3,61,26.74,242,119,20.57,196,107,8.82,10.6,1,2.86, no,0,1, False.
 407-7760,77,192.7,82,32.76,198,91,16.83,204.2,95,9.19,9,6,2.43, no,0,1, False.
 404-3184,126,175.6,91,29.85,151.1,100,12.84,201.5,100,9.07,9.9,2,2.67, no,0,1, False.
 391-1850,58,239.6,84,40.73,182.1,80,15.48,118.3,100,5.32,11,3,2.97, yes,29,2, False.
 353-5218,38,96.9,110,16.47,241.4,75,20.52,141,69,6.35,10.8,3,2.92, no,0,0, False.
 413-6899,87,129.5,104,22.02,194,133,16.49,287.9,65,12.96,7.2,7,1.94, no,0,2, False.
 363-5220,72,274,75,46.58,162.8,110,13.84,110,121,4.95,7.7,3,2.08, no,0,4, False.
 388-2082,69,111.7,86,18.99,187.5,68,15.94,194.8,128,8.77,11.6,10,3.13, no,0,2, False.
 403-1286,85,142.7,82,24.26,179.1,106,15.22,141.4,88,6.36,5,8,1.35, no,0,3, False.
 399-7573,176,216.7,91,36.84,233.9,104,19.88,231.1,110,10.4,9,4,2.43, no,0,1, False.
 412-4990,133,207.1,106,35.21,283.5,124,24.1,65.2,107,2.93,10.5,2,2.84, no,0,3, False.
 406-7175,146,214.8,86,36.52,230.9,94,19.63,223.8,100,10.07,5.8,3,1.57, no,0,3, False.
 410-4125,31,142.9,67,24.29,109.7,72,9.32,293.6,112,13.21,11.5,6,3.11, no,0,0, False.
 372-2361,78,71.5,126,12.16,166.8,127,14.18,211.6,86,9.52,8.3,2,2.24, no,0,3, True.
 379-5981,118,77.6,113,13.19,126.9,75,10.79,191,79,8.59,14.9,4,4.02, no,0,1, False.
 343-9362,119,73.7,66,12.53,160.5,132,13.64,214.2,67,9.64,13,6,3.51, no,0,3, False.
 407-1461,141,264.3,90,44.93,216.4,101,18.39,208.8,72,9.4,9.6,3,2.59, no,0,0, True.
 336-2510,91,103.2,100,17.54,124.8,154,10.61,336.1,111,15.12,14,4,3.78, no,0,2, True.
 390-2027,150,114.8,156,19.52,135.3,78,11.5,218.4,98,9.83,15.6,4,4.21, no,0,1, True.
 350-9298,76,212.5,124,36.13,215.5,110,18.32,128,94,5.76,5.2,9,1.4, no,0,3, False.
 343-7980,159,288.2,120,48.99,227.1,105,19.3,198.2,113,8.92,13.3,7,3.59, yes,36,1, False.
 338-6767,66,192.4,98,32.71,187,93,15.9,132.9,82,5.98,11.2,1,3.02, no,0,0, False.
 383-9392,139,102.2,76,17.37,230,106,19.55,183.4,136,8.25,10.8,4,2.92, no,0,1, False.
 350-1054,122,49.5,114,8.42,214.1,98,18.2,154.9,120,6.97,10,4,2.7, no,0,0, False.
 382-3034,91,153.2,70,26.04,231.7,91,19.69,115.1,80,5.18,9.8,3,2.65, no,0,4, True.
 354-7303,131,55.5,79,9.44,163.5,104,13.9,128.1,59,5.76,10.1,4,2.73, no,0,1, False.
 416-5380,135,247.2,61,42.02,168.7,122,14.34,169.8,100,7.64,6.6,1,1.78, no,0,0, False.
 359-1287,109,99.7,116,16.95,140.3,117,11.93,221.3,76,9.96,13.9,5,3.75, yes,40,3, False.
 368-5046,129,220.2,117,37.43,261.1,102,22.19,165.9,132,7.47,10.8,1,2.92, no,0,2, False.
 416-3536,85,116.9,75,19.87,183.3,109,15.58,307.4,119,13.83,10,8,2.7, no,0,2, False.
 347-1182,125,175.9,98,29.9,192.8,148,16.39,278.2,110,12.52,10.6,5,2.86, no,0,0, False.
 402-4206,67,208,95,35.36,234.8,81,19.96,266,80,11.97,11.7,6,3.16, no,0,3, False.
 398-3490,61,239.9,110,40.78,218.9,87,18.61,166,46,7.47,12.1,4,3.27, yes,28,1, False.
 342-6182,77,136.5,95,23.21,182.6,102,15.52,233.6,93,10.51,9.9,10,2.67, no,0,1, False.
 389-4686,135,174.8,112,29.72,218,125,18.53,180.1,102,8.1,12.7,6,3.43, no,0,3, False.
 380-1669,43,141.5,94,24.06,196.4,123,16.69,172.4,100,7.76,12.9,1,3.48, yes,26,3, False.
 403-1409,120,79.2,123,13.46,212.1,106,18.03,224.6,104,10.11,10.2,4,2.75, no,0,3, False.
 410-4629,62,238.9,102,40.61,161.4,115,13.72,248.5,103,11.18,13.4,4,3.62, no,0,0, False.
 355-7681,160,179.8,104,30.57,144.8,115,12.31,209.1,89,9.41,11.1,8,3, yes,37,3, False.
 418-7885,67,225.9,78,38.4,243.1,83,20.66,84.1,94,3.78,13.5,2,3.65, no,0,2, True.
 365-1710,98,189.8,113,32.27,271.5,111,23.08,218.9,96,9.85,13,5,3.51, no,0,1, False.
 388-4235,103,267,97,45.39,204.3,151,17.37,246.9,67,11.11,11.3,7,3.05, no,0,1, True.
 375-6971,121,217.3,79,36.94,218,106,18.53,166.5,69,7.49,11.5,7,3.11, no,0,1, False.
 395-7027,111,129.1,92,21.95,148.9,132,12.66,264,103,11.88,16.8,7,4.54, no,0,2, False.
 344-1999,127,135.5,110,23.04,146,116,12.41,208,88,9.36,10.7,4,2.89, no,0,2, False.
 364-8637,65,183.4,63,31.18,183.6,80,15.61,153.5,83,6.91,10.7,4,2.89, no,0,4, True.
 342-4634,86,223,109,37.91,286.2,76,24.33,257.8,132,11.6,7.5,7,2.03, no,0,3, True.
 419-7320,133,125.5,106,21.34,161.2,95,13.7,209.1,112,9.41,15,4,4.05, yes,24,2, False.
 351-4104,238,202,60,34.34,213.9,105,18.18,266.4,90,11.99,12,1,3.24, no,0,2, False.
 398-8353,119,140,135,23.8,138.9,103,11.81,230.2,121,10.36,6.1,6,1.65, no,0,0, False.
 387-6522,113,126,90,21.42,205.8,92,17.49,217,121,9.76,12.8,1,3.46, no,0,0, False.
 328-6785,126,228.2,68,38.79,170.2,102,14.47,168.9,72,7.6,10.2,6,2.75, no,0,1, False.
 414-5554,103,278.4,121,47.33,252.2,139,21.44,202.3,96,9.1,13.7,1,3.7, no,0,1, True.
 365-9789,104,285.3,75,48.5,130.8,111,11.12,181.8,99,8.18,10.5,2,2.84, no,0,2, False.
 349-3065,56,222.9,100,37.89,145.2,110,12.34,170.6,129,7.68,5.6,8,1.51, no,0,1, False.
 386-7001,56,153.7,97,26.13,271.4,91,23.07,179,121,8.06,8.3,2,2.24, yes,37,1, False.
 412-6782,155,176.1,88,29.94,244.5,84,20.78,189.9,99,8.55,11.2,1,3.02, no,0,2, True.
 367-6010,100,306.9,71,52.17,243.3,72,20.68,125.9,114,5.67,10.5,4,2.84, yes,41,2, False.
 422-8472,113,203.4,85,34.58,219.8,140,18.68,240,107,10.8,8.3,5,2.24, no,0,1, False.
 370-4667,103,230.7,112,39.22,319.4,116,27.15,299.4,77,13.47,7.9,3,2.13, yes,37,2, False.
 414-6478,160,118.9,106,20.21,163.5,75,13.9,195,131,8.78,13.1,4,3.54, no,0,0, False.
 380-4194,142,219.5,85,37.32,144,120,12.24,258.2,84,11.62,7,3,1.89, yes,34,1, False.
 409-8346,73,252.9,103,42.99,220.1,79,18.71,144.9,65,6.52,11.4,3,3.08, yes,34,0, False.
 339-9147,135,172.6,77,29.34,203.4,102,17.29,264.2,108,11.89,10.4,2,2.81, yes,46,1, False.
 371-7098,120,174.1,108,29.6,209.6,96,17.82,267.5,99,12.04,11.6,2,3.13, no,0,0, False.
 399-5418,29,262,112,44.54,82.7,60,7.03,195.1,120,8.78,10.7,5,2.89, no,0,1, False.
 409-1729,158,123.3,115,20.96,130.4,91,11.08,243.7,119,10.97,11.2,3,3.02, no,0,3, False.
 387-7184,132,213.6,125,36.31,133.9,54,11.38,332.2,104,14.95,7.5,2,2.03, no,0,4, False.
 407-5234,104,210.9,90,35.85,272.2,101,23.14,304.3,86,13.69,10.6,5,2.86, no,0,3, True.
 377-4646,74,143.7,97,24.43,229.6,110,19.52,98.8,100,4.45,11.8,5,3.19, no,0,1, False.
 347-6706,28,171.2,90,29.1,173.9,65,14.78,210.5,139,9.47,14,4,3.78, no,0,2, False.
 360-8131,45,189.6,96,32.23,171.7,69,14.59,222,102,9.99,13.9,7,3.75, no,0,1, True.
 342-2078,60,229.5,91,39.02,157.7,67,13.4,162.4,76,7.31,13.2,3,3.56, no,0,2, False.
 332-3072,173,128.6,108,21.86,248.3,92,21.11,130.1,115,5.85,10.4,2,2.81, no,0,4, True.
 394-5397,152,214.8,82,36.52,226.7,135,19.27,206.7,97,9.3,7.6,11,2.05, yes,26,1, False.
 388-8481,140,187.1,110,31.81,158,70,13.43,211.4,123,9.51,8.5,2,2.3, no,0,2, False.
 385-3019,94,209.3,90,35.58,281.7,111,23.94,190.1,66,8.55,7.9,5,2.13, yes,31,0, False.
 337-1302,88,141.7,102,24.09,226.2,125,19.23,100.1,93,4.5,11.9,8,3.21, no,0,0, False.
 370-5687,170,173.6,66,29.51,142.2,83,12.09,156.5,93,7.04,5.2,3,1.4, yes,22,1, False.
 355-2963,57,176.9,75,30.07,204.2,86,17.36,254.1,90,11.43,6.1,4,1.65, no,0,1, False.
 352-3832,78,198.9,93,33.81,210.6,86,17.9,252.1,99,11.34,14.4,12,3.89, no,0,0, True.
 416-8826,102,109.8,66,18.67,207.3,76,17.62,236.9,101,10.66,10.3,7,2.78, yes,27,0, False.
 340-9208,49,202.3,105,34.39,195.4,131,16.61,190.1,88,8.55,9,2,2.43, no,0,3, True.
 379-6697,195,221.6,109,37.67,126.2,94,10.73,212.2,98,9.55,6.4,2,1.73, no,0,0, False.
 386-9320,64,131.3,105,22.32,109.4,114,9.3,246.2,125,11.08,12.7,4,3.43, no,0,4, True.
 336-4889,105,274,156,46.58,263,69,22.36,195.9,93,8.82,11.3,3,3.05, no,0,3, True.
 352-1257,81,200.3,103,34.05,216.9,96,18.44,249.8,100,11.24,15.5,4,4.19, yes,33,1, False.
 396-4149,123,202.3,104,34.39,292.4,105,24.85,239.3,63,10.77,11.2,1,3.02, yes,38,3, False.
 408-8873,63,204,119,34.68,161.7,90,13.74,202.6,113,9.12,9.4,4,2.54, no,0,3, False.
 340-1893,126,193.1,114,32.83,75.5,61,6.42,186.2,73,8.38,11.1,1,3, no,0,3, False.
 420-1372,153,202.2,132,34.37,158.9,78,13.51,111.4,98,5.01,8.6,4,2.32, no,0,2, False.
 385-7814,67,245.1,118,41.67,185.2,94,15.74,193.6,112,8.71,8.1,3,2.19, no,0,3, False.
 400-9082,65,158.3,71,26.91,168.3,119,14.31,139.9,119,6.3,6.6,6,1.78, no,0,2, False.
 368-5621,21,138.1,79,23.48,186.9,75,15.89,194.2,105,8.74,12.1,1,3.27, no,0,0, False.
 355-3803,72,212.7,92,36.16,306.4,100,26.04,140.3,90,6.31,12.9,6,3.48, no,0,0, False.
 382-4771,176,304.2,111,51.71,306.6,64,26.06,207.9,98,9.36,9.5,2,2.57, no,0,7, True.
 340-6060,150,212.4,157,36.11,168.7,91,14.34,199.4,112,8.97,9.7,1,2.62, yes,24,2, False.
 379-5017,108,137.3,68,23.34,143.8,94,12.22,238.7,101,10.74,8.9,1,2.4, no,0,, True.
 347-2422,129,161.4,91,27.44,183.1,102,15.56,240.3,65,10.81,12.9,3,3.48, yes,10,1, False.
 335-6557,73,202.9,108,34.49,285.9,121,24.3,219,102,9.86,12.8,5,3.46, no,0,1, False.
 408-8957,,272.2,75,46.27,122.9,96,10.45,252.6,100,11.37,9.2,2,2.48, no,0,0, False.
 379-9438,105,98.2,103,16.69,140.3,91,11.93,140.2,106,6.31,13.9,1,3.75, no,0,1, False.
 329-5668,115,80.8,81,13.74,195.7,91,16.63,190.1,66,8.55,11.7,6,3.16, no,0,1, False.
 417-3313,82,207.2,114,35.22,163.7,97,13.91,192.8,79,8.68,9.3,4,2.51, no,0,7, False.
 372-1849,131,227.7,134,38.71,162.7,88,13.83,279.4,90,12.57,8.9,7,2.4, no,0,4, False.
 402-6363,77,208.8,117,35.5,175.4,81,14.91,171.5,105,7.72,13.4,3,3.62, no,0,0, False.
 402-7349,201,159.9,61,27.18,237.3,124,20.17,290.2,99,13.06,13.4,4,3.62, no,0,3, False.
 414-2751,139,185.1,101,31.47,266.7,75,22.67,207.9,95,9.36,9,3,2.43, no,0,3, False.
 351-9450,94,139.1,93,23.65,237.9,100,20.22,227.1,59,10.22,11.4,3,3.08, no,0,1, False.
 330-9197,95,155.5,99,26.44,167,75,14.2,190.7,125,8.58,13.2,4,3.56, no,0,1, False.
 367-8176,138,180.5,82,30.69,242.4,103,20.6,244.4,89,11,10.3,7,2.78, no,0,2, False.
 409-7971,105,204.6,111,34.78,134.4,109,11.42,260.8,69,11.74,5.7,7,1.54, no,0,1, False.
 333-6788,81,220.4,76,37.47,276.4,122,23.49,239.5,112,10.78,11.4,5,3.08, no,0,1, True.
 386-3651,127,223.2,137,37.94,144.7,119,12.3,96,109,4.32,8.6,4,2.32, no,0,2, False.
 417-3884,84,109.1,114,18.55,231.4,113,19.67,274,112,12.33,9.6,4,2.59, no,0,0, False.
 395-9771,47,136.5,101,23.21,174.9,74,14.87,146.4,91,6.59,10.9,3,2.94, yes,30,2, False.
 405-8341,128,192.8,96,32.78,136.6,86,11.61,151.8,75,6.83,13.5,4,3.65, no,0,1, True.
 397-7074,39,179,88,30.43,148.2,124,12.6,146.8,116,6.61,8.8,4,2.38, no,0,2, False.
 345-1157,76,293.8,94,49.95,169.6,62,14.42,160.4,103,7.22,13.7,9,3.7, no,0,0, True.
 358-4181,95,226.6,98,38.52,88.5,107,7.52,166.2,105,7.48,11.9,3,3.21, no,0,2, False.
 379-8644,82,313.6,110,53.31,263.2,104,22.37,139,93,6.26,7.5,5,2.03, no,0,1, True.
 358-4969,167,130.5,66,22.19,80.9,102,6.88,221.6,116,9.97,11.2,5,3.02, no,0,1, False.
 331-9374,104,186.8,102,31.76,176.3,114,14.99,222.2,84,10,13,3,3.51, no,0,0, False.
 416-6760,136,110.2,92,18.73,219.4,109,18.65,188.1,67,8.46,12.3,,3.32, no,0,2, False.
 341-7855,83,228.2,85,38.79,249.2,114,21.18,93.5,89,4.21,10.2,7,2.75, yes,33,0, False.
 387-4090,78,176.6,107,30.02,179.4,98,15.25,178.2,80,8.02,16.6,5,4.48, no,0,2, True.
